r_half_pix,r_half_pix_error,r_half_pix_corrected,xcentroid,ycentroid,concentration,ellipticity,stellarity,snr_median,snr_min,quality_flag,in_star_mask,flux_b,error_b,flux_i,error_i,flux_u,error_u,flux_v,error_v,redshift,redshift_lo,redshift_hi,redshift_err,chi_sq_min,photo_z_odds,galaxy_type,r_half_arcsec,r_half_arcsec_error,color_stellarity
5.0325257778167725,0.27851685344567073,4.941001899276356,695.6951938827556,378.812216060178,0.507159486413002,0.3172647953033447,0.4551568031311035,187.7631378173828,58.24662780761719,64,False,7.542287588119506e-19,5.701180780306458e-21,7.278685137629509e-19,2.923771261703223e-21,1.3440753035247326e-18,2.3075585547485387e-20,7.253419518470764e-19,2.9820884694345295e-21,0.72,0.7132252074666188,0.7359709274757152,0.011372860004548235,18.256708751934468,0.9999999789667098,sbt4,0.19764007597105424,0.01114067413782683,0.489210700843349
6.574538946151733,0.6641475214795971,6.504747990408866,1189.2317094766788,410.18290003044433,0.5613276064395905,0.4035731256008148,0.3976179162661235,67.81851577758789,19.374610900878906,64,False,3.5862665772438045e-19,5.8322976808995006e-21,1.629258777946234e-19,2.197327752946876e-21,3.6364879338070747e-19,1.8769342455198056e-20,2.274316531419754e-19,2.43138030054979e-21,1.3,1.2904183007774799,1.3077111870838132,0.00864644315316665,3.1642706518203876,0.9997717171442965,sbt2,0.2601899196163546,0.026565900859183884,0.6005940208938874
4.263691425323486,0.2530223733117898,4.155267576780016,3414.55298221491,406.7758740080296,0.3662663698196411,0.1522015929222107,0.34230955441792804,33.194149017333984,19.15268325805664,0,False,1.0453337952494621e-19,3.0507102143019435e-21,3.592019183561206e-20,1.1182059839484282e-21,2.3601803383789955e-19,1.2322968161606695e-20,6.792557705193758e-20,1.5326570050092414e-21,0.0,0.0021034094101980727,0.014346740775302723,0.0061216656825523255,92.2962802592697,0.999948527486298,sbt1,0.16621070307120064,0.010120894932471591,0.46301280333067696
3.158091187477112,0.20909533247599082,3.0101036548070628,2459.8146356907732,425.04496059650046,0.41486790776252747,0.14643503725528717,0.4271564881006877,259.87670135498047,124.38859558105469,0,False,1.4493998765945433e-18,6.218403950333595e-21,6.991001859307289e-19,2.4386832548771054e-21,3.1093464031815528e-18,2.499703214270994e-20,8.561437690258026e-19,2.689127657795325e-21,0.78,0.7716841319406114,0.7880972033118411,0.008206535685614857,154.81807250070835,0.9999999999998186,sbt2,0.12040414619228251,0.008363813299039633,0.4395352288831685
4.855943918228149,1.1724966639759289,4.761026717131421,3074.3494419561307,419.95445982924696,0.4117567837238312,0.415373295545578,0.24267910917599997,41.70211410522461,10.710103988647461,0,False,1.3098829463124274e-19,3.7886780453845854e-21,9.52160008251667e-20,1.8235722731333225e-21,1.045916355215013e-19,9.76569112535799e-21,9.436119206249713e-20,1.932418261421844e-21,1.22,1.2114196815855998,1.248370699527212,0.018475508970806076,5.645811829148771,0.9957432938468728,sbt5,0.19044106868525684,0.046899866559037155,0.6188681739426046
6.865190267562866,0.9950929060499157,6.79838373983862,3230.7823494181266,433.3267803085539,0.43909747898578644,0.6547716856002808,0.2318291316429774,111.93818283081055,35.9413948059082,0,False,4.765626519918441e-19,6.07302663847804e-21,4.1221847385168076e-19,2.834979904582724e-21,7.38959306012839e-19,2.056011156819295e-20,4.665720981359482e-19,2.9850880696903912e-21,0.48,0.4514270983215873,0.5080917196306726,0.028332310654542642,2.475402946698541,0.9998504126493799,sbt3,0.2719353495935448,0.03980371624199663,0.6149580029098043
6.857261896133423,1.8142294320048493,6.790377366275425,3795.9975191676267,458.03238286646877,0.4396260529756546,0.278347447514534,0.3804784566164017,62.97028160095215,15.99561595916748,0,False,1.6687921732664108e-19,4.127138457261026e-21,3.694601207971573e-19,3.4646024694666264e-21,2.0094736975152043e-19,1.2562646692094859e-20,2.5475147277116775e-19,2.979341237805784e-21,1.1400000000000001,1.1331590332957904,1.1467885977029915,0.0068147822036005445,131.51961775922754,0.999999993492356,Sb,0.271615094651017,0.07256917728019398,0.5397608544913265
5.506792068481445,0.9765474934072903,5.423277878714348,1049.2451675780474,466.3043751237203,0.3938995897769928,0.48719990253448486,0.16503271460533145,56.69829177856445,20.998737335205078,0,False,2.187461033463478e-19,4.356111539527774e-21,1.2926514279097319e-19,2.0459595252759756e-21,2.9752859189175066e-19,1.4168874110328034e-20,1.646811968833208e-19,2.330383564112708e-21,1.1400000000000001,0.1867724532022674,1.15801399731503,0.4856207720563813,24.60078667100467,0.7489559119556839,sbt3,0.21693111514857394,0.039061899736291615,0.8085425339347454
4.76300835609436,0.297802234650858,4.666201095590174,2807.438555352848,464.4972176190174,0.4498593658208847,0.48366954922676086,0.2606525768836339,101.19550704956055,29.81800651550293,0,False,3.696254014968872e-19,5.007917340844869e-21,3.897046335041523e-19,2.440505794947967e-21,5.170687145553529e-19,1.734081594622694e-20,3.075568713247776e-19,2.391896821791306e-21,0.9500000000000001,0.9248104400161535,0.9913778821655711,0.03328372107470878,21.104649509894944,0.9998868553557365,sbt4,0.18664804382360697,0.01191208938603432,0.6027956729789895
3.9718762636184692,0.16019982645205752,3.8552542221957364,3671.7412799441167,472.45127188062673,0.45538686215877533,0.28809715807437897,0.40024666488170624,85.99473571777344,28.602474212646484,64,False,3.490112721920013e-19,4.5747568365186446e-21,1.777017343789339e-19,1.8568851111922413e-21,4.536750925704837e-19,1.5861387996119447e-20,2.18659226372838e-19,1.974368880037218e-21,1.18,0.1192425991206875,1.189793601079339,0.5352755009793257,11.499519780290777,0.8373211326832141,sbt1,0.15421016888782946,0.006407993058082301,0.6554405848491325
4.062401056289673,0.11857756952981868,3.948453672819993,3314.502261435516,493.2017131378245,0.42454439401626587,0.3848254531621933,0.28435702125231427,71.5197696685791,24.523345947265625,0,False,2.0391419380903244e-19,3.935011173598468e-21,1.6737512536346914e-19,1.8348697398323567e-21,3.748694388661533e-19,1.5286221585120074e-20,1.9950504340231418e-19,2.0307826192583888e-21,0.56,0.5193102240990535,0.5669174567587746,0.023803616329860555,7.574304621314328,0.9995421403261421,sbt2,0.15793814691279973,0.0047431027811927476,0.4888052961237352
6.676878452301025,0.6191414928221536,6.608168424840878,744.7143766991517,522.6987232091351,0.5393317639827728,0.45196741819381714,0.36535505453745526,33.04580593109131,12.486162185668945,64,False,1.0444866120815277e-19,4.087176267057657e-21,7.386080538854003e-20,1.7825651215389372e-21,1.4279491913039236e-19,1.1436247902747708e-20,8.020328655838966e-20,1.9785493542440236e-21,1.03,0.9894174698286183,1.050617487234886,0.030600008703133785,1.9110803188610292,0.9987396660586232,sbt3,0.2643267369936351,0.024765659712886145,0.7408775496475223
4.017481565475464,0.1534282000313639,3.902222724704143,3061.7986248944685,539.274484874893,0.48581941425800323,0.4544088542461395,0.34009312093257904,34.60820770263672,17.120594024658203,64,False,1.2406084090471267e-19,3.523213881999254e-21,4.518650807440281e-20,1.3288576039485634e-21,2.1370546957477925e-19,1.2482357243425212e-20,7.712554927915334e-20,1.575845264014788e-21,0.0,0.002416585226598675,0.019206238144019318,0.00839482645871032,31.34463845959335,0.9995947155615471,sbt1,0.15608890898816571,0.006137128001254556,0.6815480486979192
8.891281843185425,1.57593308011948,8.839800726216685,1885.0002805800746,570.6091804018228,0.3635878413915634,0.3523935228586197,0.20438405374685922,152.77555465698242,40.676856994628906,0,False,7.115418076515197e-19,7.701308466494083e-21,1.0336098864674568e-18,4.84901360468939e-21,8.78798796609044e-19,2.1604387808474712e-20,1.2081554263830185e-18,5.214935629628598e-21,0.41000000000000003,0.407542917018716,0.4595305785679744,0.025993830774629217,66.62627240347553,0.9999999520902851,sbt6,0.35359202904866743,0.0630373232047792,0.45197043260423897
4.855480432510376,0.16087668991880924,4.76055399032018,1293.411567789362,632.4766360696601,0.44592560827732086,0.20364515483379364,0.440779243906339,58.88781929016113,17.748031616210938,0,False,2.928554445505142e-19,4.841292835772037e-21,9.919966384768486e-20,1.7317018500762062e-21,2.1672891546040772e-19,1.2211427968577481e-20,1.8683705538511277e-19,2.1375921950675546e-21,1.42,1.4109203798213297,1.429551545297878,0.009315582738274153,30.18530569537738,1.0,sbt1,0.19042215961280723,0.00643506759675237,0.36836805359251873
3.578180432319641,0.40786167575510307,3.4482690252498305,3062.7261031836715,661.5785814429983,0.39567410945892334,0.21408893913030624,0.3500642230113347,75.0990161895752,16.962488174438477,0,False,2.2268059998750687e-19,4.110864736139774e-21,2.3678621314466e-19,2.1981407655403018e-21,1.9483808109071105e-19,1.1486403203161898e-20,2.0619152091443537e-19,2.1471740619745106e-21,0.19,0.18683577953250774,1.1385534479376596,0.4758588342025759,8.469456621787236,0.6699032889303678,sbt5,0.1379307610099932,0.016314467030204123,0.8240942747706681
3.42181658744812,0.6587215188373249,3.2857286592774733,2882.7879680160804,669.4218748981874,0.44094184041023254,0.20156775414943695,0.4338578979174296,40.29611587524414,14.110196113586426,0,False,1.0301153138279915e-19,3.127775085158646e-21,7.623465042561292e-20,1.5996257367078216e-21,1.4022791611496358e-19,9.93804963218281e-21,1.209277307242155e-19,1.770893319044262e-21,0.29,0.24777613916179544,0.29523914579175137,0.02373150331497796,27.429733831093632,0.864619579304144,sbt2,0.13142914637109893,0.026348860753492995,0.5342751896606991
3.613154649734497,0.1463322528045435,3.484547400618947,2492.411381551847,683.7171155533265,0.436335027217865,0.19917429238557816,0.4277755171060562,40.74424934387207,13.49634075164795,0,False,9.504440352320671e-20,3.0961657874286174e-21,9.315098933875561e-20,1.5214641520287841e-21,1.4672821040730922e-19,1.0871697435504756e-20,7.866729408502579e-20,1.5488412708509714e-21,0.9400000000000001,0.8972732299352022,0.9700043207865652,0.03636554542568149,0.2090415727098975,0.9983636092613617,sbt4,0.1393818960247579,0.00585329011218174,0.5587232814941014
6.718815565109253,0.3199709729358577,6.650538824953705,3719.2598183925625,697.8287856480158,0.4406065493822098,0.09209182113409042,0.506283034880956,83.82548141479492,33.46289825439453,0,False,5.91588145494461e-19,6.923040375113487e-21,2.0950369983911514e-19,2.5487404316663743e-21,6.992647311650216e-19,2.089671168650966e-20,3.8278580546379087e-19,3.2855048670899123e-21,0.01,0.003238043252757297,0.017151044441275916,0.006956500594259309,30.252254911215463,0.9988178232457373,sbt1,0.2660215529981482,0.012798838917434307,0.5417644800108355
6.153988361358643,0.7111904303005685,6.079371416190976,3641.9208161827705,698.5359505134097,0.4287616163492203,0.5275490880012512,0.21460269391536713,32.569923400878906,11.757182121276855,0,False,9.215593263506889e-20,3.525238204747438e-21,7.293022498488426e-20,1.6231624584179372e-21,1.1802055072039365e-19,1.003816062293481e-20,6.611213486641645e-20,1.695265680318698e-21,1.1300000000000001,0.8019769440294063,1.1443685670056427,0.1711958114881182,0.8591977225184011,0.6857212486633658,sbt4,0.24317485664763905,0.02844761721202274,0.6540690376241383
7.778429746627808,0.31937951844513995,7.719530645543586,1535.4567142349058,748.3518729005636,0.43462321162223816,0.1315557323396206,0.4700015311439832,118.47830963134766,39.98188781738281,0,False,1.0215761959552764e-18,8.226559264585375e-21,3.5162351951003073e-19,3.1178823322989046e-21,1.0615222161635756e-18,2.6550071756355462e-20,6.326310244202614e-19,3.4742281946819275e-21,1.3,1.2934264809184364,1.3080129871526494,0.007293253117106491,33.67984262328815,0.9956254593609215,sbt1,0.30878122582174344,0.012775180737805598,0.505556477494038
4.556984901428223,0.1399743136825258,4.455703699316981,1674.4572733844907,755.2241966185128,0.4388381391763687,0.36700528860092163,0.3200600395600001,203.98102569580078,52.000938415527344,0,False,7.545667469501495e-19,5.8760290965437886e-21,8.618460252881051e-19,3.0830016534309835e-21,1.1375060632824897e-18,2.1874717381433583e-20,1.0305913281440734e-18,3.257857190910727e-21,0.45,0.42019997781684737,0.47591194572067735,0.027855983951914992,24.236655945230687,0.9999999999998392,sbt5,0.17822814797267925,0.005598972547301032,0.5231213284602948
4.728469133377075,0.18367718240156772,4.630939905630604,3448.6298508996783,766.0675043150833,0.4306044578552246,0.25979772210121155,0.37780894835789997,262.0892562866211,115.0979232788086,0,False,1.919938766956329e-18,8.079981803894043e-21,9.877069666981697e-19,3.446749562863261e-21,3.3518471028655765e-18,2.9121694568311796e-20,1.2704213207960128e-18,3.708892953582108e-21,0.76,0.7565137297839,0.8812430369766526,0.06236465359637633,53.442629992235766,0.9998274755955607,sbt2,0.18523759622522415,0.007347087296062709,0.6030043569005462
5.576702833175659,0.2564588472394682,5.494251409774735,1477.3148211527127,775.9156932837324,0.37572771310806274,0.480731725692749,0.13905837138493857,61.23189926147461,24.990459442138672,0,False,3.409007370471954e-19,5.1035455893725155e-21,9.838902540504932e-20,1.7674575763521716e-21,4.2917202650569376e-19,1.7173429386457428e-20,1.9962562412023543e-19,2.2868542664218694e-21,1.3,0.009576300949299262,1.305256734457268,0.6478402167539844,144.28325403389493,0.6655282954476083,sbt1,0.21977005639098943,0.010258353889578728,0.4839591059775474
3.5111950635910034,0.2811787101594344,3.378709049155916,2447.1862130664676,769.0102010202137,0.4129434823989868,0.19328344613313675,0.39271683990955353,34.90487766265869,13.776222229003906,0,False,9.333283454179763e-20,3.123347647488117e-21,5.2717752475291494e-20,1.3203381560742855e-21,1.3870779734570532e-19,1.006863210350275e-20,6.164979636669159e-20,1.4256247639423235e-21,0.98,0.9530200542137673,1.0742595057176398,0.06061972575193625,6.579705351964103,0.9292123118835746,sbt2,0.13514836196623664,0.011247148406377376,0.6759417677360033
3.6906453371047974,0.2832883060879193,3.5648347883956175,1788.7386315708895,773.5657015195335,0.45805005729198456,0.2319231778383255,0.44213464359442395,27.0050687789917,12.98237133026123,64,False,9.227272048592566e-20,3.051287238486111e-21,2.4968020897358657e-20,1.0504199002753012e-21,1.3390977778472005e-19,1.0314733022823929e-20,5.117233810946345e-20,1.3691454572835938e-21,1.3,0.012659996638742222,1.3062745881061548,0.6468072957337063,75.96888005773692,0.7359706630167628,sbt1,0.1425933915358247,0.011331532243516771,0.5160062902553303
4.03195858001709,0.29574810527324774,3.9171257390126843,3604.7154054646467,791.8370446845363,0.4377278536558151,0.21546272188425064,0.4192379415035248,68.21004676818848,31.278005599975586,0,False,2.76837494969368e-19,4.565732926130295e-21,1.513017799705267e-19,1.9964246544986965e-21,5.502171109430492e-19,1.759117753827013e-20,1.705473791062832e-19,1.9560154981445522e-21,0.87,0.8429029449175028,0.8938750076126013,0.02548603134754923,21.03414888005717,0.9999986632346403,sbt1,0.15668502956050737,0.01182992421092991,0.46733015798146954
6.150825500488281,0.46049525409843844,6.076169714690264,3118.0380891990953,799.5933027366149,0.4932827204465866,0.5563208162784576,0.32213786741097766,41.97114181518555,14.611982345581055,64,False,2.2499981820583343e-19,5.110061634331941e-21,7.117022285237908e-20,1.783198447083123e-21,1.8341257465071976e-19,1.2552197235345374e-20,1.3112938329577445e-19,2.2246450698003173e-21,1.37,1.3518095865574264,1.3786616012748005,0.013426007358687042,19.61862087603116,0.9999977046750617,sbt1,0.24304678858761056,0.01841981016393754,0.40068051735727944
4.196861028671265,0.47598814531362776,4.086664478305243,2826.6773227167464,807.779642153975,0.41209155321121216,0.379306897521019,0.26728132367134094,89.65620803833008,30.590822219848633,0,False,2.7856736481189727e-19,4.475165484473109e-21,2.708569586277008e-19,2.3137303069233897e-21,4.649694874417037e-19,1.5199634394957682e-20,3.3149093985557557e-19,2.4445630959235132e-21,0.53,0.4940927005028792,0.5375893704327287,0.02174833496492476,2.0437786848368864,0.9990911136909891,sbt4,0.16346657913220974,0.019039525812545113,0.5019644613074711
3.7724801301956177,0.13928759026602602,3.6494917998240504,2241.6025889625134,812.6396260631009,0.47210612893104553,0.3469896912574768,0.3888504207134247,74.19964599609375,11.604166030883789,64,False,3.116347014904022e-19,4.2813944630324834e-21,1.2719121426343917e-19,1.6821745375636965e-21,1.1428769236663356e-19,9.848843976214994e-21,2.248647328466177e-19,2.03536661923863e-21,1.7,1.6806286031256752,1.7121521072667105,0.015761752070517665,41.72490169263427,1.0,sbt1,0.14597967199296202,0.005571503610641041,0.11361221751689389
8.600852012634277,0.10282254989726165,8.547621856838155,1824.3586454759427,835.0981384803233,0.4503227770328522,0.5365357398986816,0.2505379617214203,465.19876861572266,32.72124481201172,64,False,2.15796502828598e-18,1.0012007318437098e-20,3.9429462611675265e-18,5.041785293724388e-21,7.274120043031871e-19,2.2230567233054897e-20,3.819679462909698e-18,5.343256385531276e-21,0.13,0.12173925997556148,0.14480389886473136,0.011532319444584938,23.701840197266577,0.9999999999999998,Sa,0.3419048742735262,0.004112901995890466,0.21796070403202378
3.10265851020813,0.23211890982197997,2.95189327300788,1864.9166947138567,866.5033281414499,0.40280474722385406,0.14092837274074554,0.4107223302125931,77.1877326965332,28.119766235351562,0,False,2.3008557260036467e-19,3.7813465343788265e-21,1.6190656051039696e-19,1.731103178462945e-21,3.8113955920562146e-19,1.355414480785839e-20,1.601610041409731e-19,1.6641998064005748e-21,0.85,0.824296814288463,0.8941306254014846,0.03491690555651078,26.51490787663454,0.9735423324816247,sbt3,0.1180757309203152,0.0092847563928792,0.5546542060626533
4.169786214828491,0.09011235499348502,4.05885465884601,1654.5655519978507,882.5595512266419,0.5190348625183105,0.40697865188121796,0.39534756541252136,73.6001205444336,17.04422378540039,64,False,3.605593532323837e-19,4.523828625679016e-21,1.0973221361637116e-19,1.6257103066891432e-21,2.1333142295479773e-19,1.2516341512673534e-20,2.166975049674511e-19,1.8969055730849505e-21,1.51,1.5020961434488593,1.5231865179887598,0.01054518726995024,62.337051331467464,1.0000000000000002,sbt1,0.1623541863538404,0.003604494199739401,0.2660805978421784
4.475706338882446,0.16314311147148675,4.372542886716465,177.44209371807733,921.4204628965174,0.46640338003635406,0.24736754596233368,0.4457606027523677,87.01214599609375,22.99371337890625,64,False,4.395720303058624e-19,6.152455182746052e-21,2.5817891582846644e-19,2.5169104395899923e-21,4.855318705551326e-19,2.1115846940665505e-20,3.0091393411159513e-19,2.7020112192258236e-21,1.1400000000000001,1.1305699740655617,1.1660272118712824,0.01772861890286037,6.471524876925035,0.9999999954917358,sbt3,0.1749017154686586,0.00652572445885947,0.6898223846381144
3.917572259902954,0.23283277831547208,3.7992836793036897,1961.3832475735594,927.1016582358053,0.4612351357936859,0.33286017179489136,0.38015177845954895,80.73907661437988,24.610923767089844,64,False,1.9789487421512603e-19,3.7190015427768226e-21,2.1081615686416625e-19,1.9471992447506636e-21,3.577476152218878e-19,1.4536125271115453e-20,2.3621599294245243e-19,1.977962547680363e-21,0.55,0.5464385169630133,0.5732532763370444,0.013407379687015553,7.697353754702922,0.9986616906355644,sbt4,0.15197134717214758,0.009313311132618884,0.4449621363115008
2.844569683074951,0.4271717030269945,2.6793209486978915,867.9359022156061,986.9805460654524,0.3318914622068405,0.23319215327501297,0.23102433482805887,3063.60498046875,444.7453308105469,192,True,5.859451637268066e-17,2.414019629359245e-20,3.5932343435287476e-17,9.711573901586234e-21,1.691685502231121e-17,3.803716618567705e-20,4.6321568069458006e-17,1.153876272495836e-20,1.73,1.7139611030919013,1.7346863355434998,0.01036261622579926,9.698450155559348,1.0,sbt5,0.10717283794791566,0.01708686812107978,0.0778007755530246
4.3626673221588135,0.25652228061504,4.256765230558833,504.00949361779976,947.0851934315374,0.44881586730480194,0.33720678091049194,0.3565552582343419,51.6318473815918,12.020599365234375,0,False,1.1104527339339256e-19,3.389921295456588e-21,1.670438714325428e-19,1.9576223770854996e-21,1.3129949860740453e-19,1.0922868219495285e-20,1.3563056588172913e-19,1.923667648807168e-21,0.66,0.6503754775375686,0.7007324557169049,0.025178489089668132,8.572105873314552,0.9998490442518334,sbt6,0.17027060922235332,0.0102608912246016,0.7181470975153088
4.139851808547974,1.1562935851295228,4.028095959755697,2455.3345026114557,966.955236414646,0.36270295083522797,0.26815638691186905,0.2590673267841339,78.01057815551758,27.643455505371094,0,False,2.2015693336725235e-19,4.000022052787244e-21,2.869054604321718e-19,2.841147448634729e-21,4.0912954309023912e-19,1.480022596369963e-20,2.9824026122689245e-19,2.796122714644298e-21,0.6,0.5554071449351237,0.6056339786790114,0.02511341687194385,57.83269224696974,0.9287846308976152,sbt5,0.16112383839022787,0.046251743405180915,0.3890211702370436
3.342369556427002,0.21127743837437266,3.20290779074145,2619.977648686588,977.8007645167218,0.47843143343925476,0.25591593980789185,0.4601084291934967,43.82720756530762,20.733739852905273,64,False,1.2248572930693625e-19,3.0818006256595252e-21,6.360049461945892e-20,1.3275110919494181e-21,2.7749985978007315e-19,1.3383968936977907e-20,8.513851325958967e-20,1.4511430385755374e-21,0.77,0.7596808657189407,0.7813242237560034,0.010821679018531372,25.272634303292534,0.9999968612545581,sbt2,0.128116311629658,0.008451097534974906,0.4154151780608924
4.1539623737335205,0.5979573431664517,4.04259662428198,3875.2690171996865,982.4678605235858,0.44099295139312744,0.28674429655075073,0.37715872128804523,72.23335075378418,20.985485076904297,0,False,2.5499747842550277e-19,4.222135129384696e-21,1.624972026795149e-19,1.932848952128552e-21,2.7895166832022366e-19,1.3292594591621308e-20,2.4320706948637963e-19,2.3359418346080927e-21,0.07,0.04027545368085633,0.08653785018723836,0.023131198253191015,14.320202172113925,0.9999999951302156,sbt3,0.16170386497127923,0.023918293726658067,0.646481393113043
4.482266902923584,0.38092297602088854,4.379258002596607,2646.7131117978483,987.2399403200963,0.44748446345329285,0.37095730006694794,0.33183590571085614,70.40657043457031,27.756752014160156,0,False,2.3683368116617203e-19,4.451524652540684e-21,1.816552419215441e-19,2.0734452264150605e-21,4.799528578296304e-19,1.7291385866701603e-20,2.082742454856634e-19,2.1972396411001682e-21,0.56,0.5536218505760017,0.5684308686550795,0.007404509039538931,1.1049545359409878,0.9925155010277303,sbt1,0.17517032010386427,0.015236919040835541,0.43549979043230724
3.3592265844345093,0.34321618563568346,3.2204948858574176,536.1099014480294,988.7985329542573,0.42991335690021515,0.26819878816604614,0.3710564027229945,51.498653411865234,20.11528778076172,0,False,1.4946182966232298e-19,3.499376098625362e-21,9.312634654343128e-20,1.5447339101228863e-21,2.3465029513463376e-19,1.1665265163173898e-20,1.0214639324694871e-19,1.6082324978196993e-21,0.96,0.9323261837421282,1.0119824589994035,0.03982813762863768,5.25943439994289,0.9991078441367015,sbt2,0.1288197954342967,0.01372864742542734,0.6279430096685011
