ra,dec,star_flag,near_star,use_phot,z_spec,z_peak,field
189.17851257,62.23675156,0,0,1,0.5852,0.5241,GOODS-N
189.17852783,62.16788864,2,0,1,,1.0253,GOODS-N
189.17852783,62.2403183,2,0,1,,1.3402,GOODS-N
189.17852783,62.26686096,2,0,1,,0.8227,GOODS-N
189.17854309,62.14454269,2,0,1,,3.5833,GOODS-N
189.17854309,62.27454758,2,0,1,,2.3798,GOODS-N
189.17854309,62.29385376,2,0,1,,1.5794,GOODS-N
189.17855835,62.11971283,2,0,1,,2.9447,GOODS-N
189.17857361,62.27217865,2,0,1,,1.1821,GOODS-N
189.17858887,62.14347839,2,0,1,,1.0752,GOODS-N
189.17860413,62.13282013,2,0,1,,5.7253,GOODS-N
189.17861938,62.17566681,2,0,1,,1.2915,GOODS-N
189.17861938,62.18722534,2,0,1,,1.1307,GOODS-N
189.17861938,62.24983597,2,0,1,,1.8342,GOODS-N
189.17861938,62.26586533,2,0,1,,1.657,GOODS-N
189.17863464,62.20774841,0,0,1,,1.8554,GOODS-N
189.17863464,62.2844162,2,0,1,,1.8575,GOODS-N
189.17866516,62.13302231,2,0,1,,1.4436,GOODS-N
189.17866516,62.16626358,0,0,1,3.661,2.3363,GOODS-N
189.17868042,62.11101532,2,0,1,,1.3456,GOODS-N
189.17869568,62.19814682,2,0,1,,0.5203,GOODS-N
189.17869568,62.31608963,2,0,1,,2.2429,GOODS-N
189.17871094,62.28067017,2,0,0,,1.3388,GOODS-N
189.1787262,62.16155624,2,0,1,,4.193,GOODS-N
189.1787262,62.22973251,2,0,1,,2.8782,GOODS-N
189.1787262,62.28833771,2,0,0,,0.9908,GOODS-N
189.17874146,62.14780426,0,0,1,,1.8605,GOODS-N
189.17874146,62.14843369,2,0,1,,1.2837,GOODS-N
189.17874146,62.26197815,2,0,1,,0.4788,GOODS-N
189.17875671,62.15027618,0,0,1,,2.2114,GOODS-N
189.17875671,62.31071091,2,0,1,,1.9751,GOODS-N
189.17875671,62.32891846,2,0,1,,1.7304,GOODS-N
189.17878723,62.20096207,2,0,1,,2.2648,GOODS-N
189.17880249,62.12506485,2,0,1,,1.8929,GOODS-N
189.17880249,62.14385223,2,0,0,,1.9772,GOODS-N
189.17881775,62.26570892,0,0,1,,1.1441,GOODS-N
189.17881775,62.32654572,2,0,1,,2.8398,GOODS-N
189.17883301,62.29050064,2,0,0,,0.8334,GOODS-N
189.17883301,62.30076599,0,0,1,,0.9955,GOODS-N
189.17884827,62.20454407,0,0,1,0.454,0.4029,GOODS-N
189.17886353,62.12906265,2,1,0,,0.7395,GOODS-N
189.17886353,62.14933395,2,0,1,,1.293,GOODS-N
189.17886353,62.17465591,2,0,1,,1.548,GOODS-N
189.17887878,62.19368744,0,0,1,,1.0942,GOODS-N
189.17892456,62.13460159,2,0,0,,2.5376,GOODS-N
189.17895508,62.28452682,2,0,1,,2.2265,GOODS-N
189.17895508,62.29753876,2,0,0,,1.5251,GOODS-N
189.17897034,62.29442978,2,0,1,,2.6061,GOODS-N
189.1789856,62.16598511,0,0,1,,3.2207,GOODS-N
189.17900085,62.18669891,2,0,1,,0.136,GOODS-N
189.17900085,62.20742035,2,0,1,,1.6834,GOODS-N
189.17901611,62.1810112,2,0,1,,1.213,GOODS-N
189.17901611,62.22786713,2,0,0,,0.595,GOODS-N
189.17903137,62.23934555,2,0,1,,0.2916,GOODS-N
189.17903137,62.27086639,0,0,1,,0.6145,GOODS-N
189.17904663,62.21788025,2,0,1,,1.8441,GOODS-N
189.17906189,62.1284256,2,0,0,,0.6821,GOODS-N
189.17906189,62.23168564,2,0,1,,0.9742,GOODS-N
189.17906189,62.32519531,0,0,1,,0.5435,GOODS-N
189.17907715,62.20318985,2,0,1,,2.3219,GOODS-N
189.17907715,62.27113724,0,0,1,,0.5812,GOODS-N
189.17907715,62.2714386,2,0,1,,1.6164,GOODS-N
189.17909241,62.15303802,2,0,1,,1.5053,GOODS-N
189.17910767,62.13550568,0,0,1,0.9372,0.9024,GOODS-N
189.17910767,62.17671585,2,0,1,,1.5994,GOODS-N
189.17913818,62.16504669,2,0,1,,2.124,GOODS-N
189.17915344,62.16524887,2,0,1,,4.2174,GOODS-N
189.17915344,62.33720398,0,0,1,,0.6336,GOODS-N
189.1791687,62.18423462,2,0,1,,0.1575,GOODS-N
189.17918396,62.13932037,0,0,1,1.5227,1.5335,GOODS-N
189.17918396,62.1695137,2,0,1,,2.2084,GOODS-N
189.17918396,62.17177582,2,0,1,,4.3345,GOODS-N
189.17918396,62.18384933,2,0,1,,0.573,GOODS-N
189.17919922,62.17935562,2,0,1,,2.3379,GOODS-N
189.17919922,62.23465347,2,0,1,,2.6341,GOODS-N
189.17919922,62.28355408,2,0,1,,1.1004,GOODS-N
189.17922974,62.14583969,2,0,1,,1.0429,GOODS-N
189.17922974,62.32984543,2,0,1,,5.1359,GOODS-N
189.179245,62.11632156,0,0,1,,0.4307,GOODS-N
189.179245,62.22057724,2,0,1,,1.6721,GOODS-N
189.179245,62.29426575,2,0,1,,1.0735,GOODS-N
189.17926025,62.13222504,2,0,1,,1.7972,GOODS-N
189.17927551,62.29686356,2,0,1,,0.5432,GOODS-N
189.17929077,62.18061829,2,0,1,,1.1951,GOODS-N
189.17929077,62.3024826,2,0,1,,0.8473,GOODS-N
189.17930603,62.18201065,2,0,1,,3.9512,GOODS-N
189.17930603,62.27905273,2,0,0,,1.717,GOODS-N
189.17930603,62.29252243,2,0,1,,4.8079,GOODS-N
189.17932129,62.17509079,0,0,1,0.5501,0.4752,GOODS-N
189.17932129,62.23039627,2,0,1,,2.5496,GOODS-N
189.17932129,62.26256943,0,0,1,,0.8671,GOODS-N
189.17933655,62.11946869,2,0,1,,0.0257,GOODS-N
189.17933655,62.3235817,0,0,1,,0.6499,GOODS-N
189.17933655,62.33434296,2,0,1,,2.3476,GOODS-N
189.17935181,62.2356987,2,0,1,,0.8271,GOODS-N
189.17936707,62.15408707,2,0,1,,1.7056,GOODS-N
189.17936707,62.19779968,2,0,1,,0.4815,GOODS-N
189.17936707,62.27552795,0,0,1,0.8699,0.9156,GOODS-N
189.17936707,62.30115891,0,0,1,,1.61,GOODS-N
189.17938232,62.17937088,2,0,1,,1.0473,GOODS-N
189.17939758,62.14112473,2,0,1,,1.0628,GOODS-N
189.17939758,62.15812683,2,0,1,,0.9439,GOODS-N
189.17939758,62.18698502,2,0,0,,1.6673,GOODS-N
189.17939758,62.27666092,0,0,1,3.363,3.2197,GOODS-N
189.17941284,62.120224,2,0,0,,3.9037,GOODS-N
189.17941284,62.32693481,2,0,1,,1.6656,GOODS-N
189.1794281,62.16070557,2,0,0,,1.6588,GOODS-N
189.17944336,62.19750977,2,0,0,,0.8927,GOODS-N
189.17945862,62.22574997,0,0,1,,0.9694,GOODS-N
189.17945862,62.28258514,2,0,0,,2.9798,GOODS-N
189.17947388,62.13015747,2,0,1,,0.818,GOODS-N
189.17947388,62.16253281,2,0,1,,1.9101,GOODS-N
189.17947388,62.27788544,0,0,1,,0.7938,GOODS-N
189.17947388,62.28017044,0,0,1,,0.7985,GOODS-N
189.17953491,62.14928055,2,0,1,,2.0682,GOODS-N
189.17953491,62.18571854,0,0,1,3.23,0.2578,GOODS-N
189.17955017,62.24763489,2,0,1,,1.6501,GOODS-N
189.17955017,62.29283524,2,0,1,,0.6693,GOODS-N
189.17956543,62.2587738,2,0,1,,1.2914,GOODS-N
189.17956543,62.26375198,2,0,1,,0.8877,GOODS-N
189.17959595,62.18473053,2,0,1,,4.1839,GOODS-N
189.17962646,62.18729782,2,0,1,,1.678,GOODS-N
189.17962646,62.2594223,2,0,1,,0.7545,GOODS-N
189.17964172,62.13725662,2,0,1,,0.797,GOODS-N
189.17965698,62.11526108,2,0,1,,0.1915,GOODS-N
189.17965698,62.22164536,0,0,1,,0.8909,GOODS-N
189.17965698,62.2447319,2,0,0,,1.3608,GOODS-N
189.17965698,62.26830292,2,0,1,,1.4308,GOODS-N
189.17965698,62.30250549,2,0,1,,0.862,GOODS-N
189.17965698,62.30416489,2,0,0,,2.2089,GOODS-N
189.17965698,62.31292343,2,0,1,,2.6572,GOODS-N
189.17965698,62.31653976,2,0,1,,1.6055,GOODS-N
189.17967224,62.13189316,0,0,1,,1.6476,GOODS-N
189.17967224,62.2092247,2,0,1,,1.0626,GOODS-N
189.17967224,62.2702713,2,0,1,,1.7978,GOODS-N
189.1796875,62.20201874,2,0,0,,1.7169,GOODS-N
189.1796875,62.24078751,2,0,1,,3.0261,GOODS-N
189.17970276,62.12874222,2,0,1,,1.2019,GOODS-N
189.17970276,62.17910385,0,0,1,,3.4925,GOODS-N
189.17970276,62.30759048,2,0,1,,3.0086,GOODS-N
189.17970276,62.31573486,2,0,1,,0.1861,GOODS-N
189.17973328,62.11703491,2,0,1,,1.7268,GOODS-N
189.17973328,62.29540253,2,0,1,,3.1847,GOODS-N
189.17973328,62.31226349,0,0,1,,1.4015,GOODS-N
189.17974854,62.20780945,0,0,1,,0.835,GOODS-N
189.17974854,62.23058319,2,0,1,,1.2116,GOODS-N
189.17974854,62.28238678,2,0,1,,1.2436,GOODS-N
189.17976379,62.16538239,2,0,1,,2.8021,GOODS-N
189.17977905,62.18275833,2,0,0,,5.3387,GOODS-N
189.17979431,62.14470291,2,0,0,,4.3809,GOODS-N
189.17979431,62.17294312,2,0,1,,1.9883,GOODS-N
189.17979431,62.29262924,0,0,1,,3.1661,GOODS-N
189.17980957,62.13139725,2,0,1,,0.9076,GOODS-N
189.17980957,62.22986984,0,0,1,1.2453,1.2106,GOODS-N
189.17980957,62.26544571,2,0,1,,1.234,GOODS-N
189.17982483,62.16091156,0,0,1,,2.1049,GOODS-N
189.17982483,62.21173477,0,0,1,0.8457,0.8341,GOODS-N
189.17982483,62.27232361,0,0,1,2.307,2.3346,GOODS-N
189.17984009,62.14209747,2,0,1,,0.5853,GOODS-N
189.17985535,62.30128479,2,0,1,,1.1827,GOODS-N
189.17987061,62.17810059,0,0,1,,2.6317,GOODS-N
189.17987061,62.32074356,2,0,1,,3.1388,GOODS-N
189.17988586,62.24436951,2,0,1,,1.5498,GOODS-N
189.17988586,62.31620407,2,0,1,,2.0171,GOODS-N
189.17990112,62.12951279,2,0,1,,1.8135,GOODS-N
189.17990112,62.16272354,0,0,1,,2.464,GOODS-N
189.17990112,62.27363586,0,0,1,0.8509,0.8398,GOODS-N
189.17991638,62.11235046,2,0,1,,2.03,GOODS-N
189.17991638,62.26722717,2,0,1,,1.6362,GOODS-N
189.17993164,62.19864273,2,0,0,,0.9466,GOODS-N
189.17993164,62.21995544,2,0,1,,1.6283,GOODS-N
189.17996216,62.10833359,2,0,1,,2.7763,GOODS-N
189.17996216,62.14479065,2,0,0,,0.5493,GOODS-N
189.17996216,62.25186157,2,0,1,,0.2842,GOODS-N
189.17997742,62.30187225,2,0,0,,3.7254,GOODS-N
189.17997742,62.31206512,0,0,1,,0.5838,GOODS-N
189.17999268,62.15297318,0,0,1,,1.6653,GOODS-N
189.17999268,62.18558884,0,0,1,,0.3172,GOODS-N
189.17999268,62.19667435,0,0,1,1.007,0.9729,GOODS-N
189.17999268,62.20534515,2,0,1,,2.5931,GOODS-N
189.17999268,62.21761322,2,0,1,,1.8667,GOODS-N
189.17999268,62.2505722,2,0,1,,1.7356,GOODS-N
189.17999268,62.29140472,2,0,1,,3.7365,GOODS-N
189.18002319,62.22198486,2,0,1,,1.5816,GOODS-N
189.18003845,62.18807602,2,0,1,,1.6567,GOODS-N
189.18005371,62.32211304,2,0,1,,2.4619,GOODS-N
189.18006897,62.31277847,0,0,1,,2.3822,GOODS-N
189.18006897,62.31653214,2,0,1,,1.7015,GOODS-N
189.18006897,62.33788681,2,0,1,,1.5424,GOODS-N
189.18008423,62.13397217,2,0,1,,0.4167,GOODS-N
189.18008423,62.19573975,2,0,1,,0.9075,GOODS-N
189.18009949,62.13550568,2,0,1,,2.2944,GOODS-N
189.18011475,62.2767601,2,0,1,,3.0393,GOODS-N
189.18013,62.24769974,0,0,1,,1.759,GOODS-N
189.18013,62.26779938,0,0,1,,0.931,GOODS-N
189.18017578,62.11223602,2,0,1,,2.3708,GOODS-N
189.18019104,62.18881226,2,0,1,,0.9112,GOODS-N
189.18019104,62.28659439,2,0,1,,0.0334,GOODS-N
189.18019104,62.32479858,2,0,1,,1.6005,GOODS-N
189.1802063,62.24240494,0,0,1,,2.0961,GOODS-N
189.18022156,62.23553085,2,0,1,,0.688,GOODS-N
189.18032837,62.21079636,0,0,1,2.442,2.2833,GOODS-N
189.18032837,62.25177765,2,0,1,,2.7947,GOODS-N
189.18034363,62.32363892,2,0,1,,1.1131,GOODS-N
189.18035889,62.1931839,0,0,1,,1.0371,GOODS-N
189.1803894,62.2330513,2,0,1,,0.9364,GOODS-N
189.18041992,62.3070755,2,0,0,,5.2847,GOODS-N
189.18043518,62.22573853,0,0,1,0.904,0.9288,GOODS-N
189.18043518,62.23134232,0,0,1,,1.0545,GOODS-N
189.18043518,62.23651123,2,0,1,,3.5135,GOODS-N
189.18043518,62.3323822,0,0,1,,1.6502,GOODS-N
189.18045044,62.26557159,2,0,1,,0.9253,GOODS-N
189.1804657,62.2050972,0,0,1,,2.1508,GOODS-N
189.18048096,62.27413177,0,0,1,0.8511,0.8329,GOODS-N
189.18049622,62.15785217,0,0,1,,2.5671,GOODS-N
189.18054199,62.16589355,2,0,1,,2.0564,GOODS-N
189.18054199,62.17428207,2,0,1,,1.603,GOODS-N
189.18054199,62.28524017,2,0,1,,3.2232,GOODS-N
189.18055725,62.28125763,0,0,1,0.944,0.9633,GOODS-N
189.18057251,62.18574905,0,0,1,,0.6117,GOODS-N
189.18057251,62.32701111,2,0,1,,1.8877,GOODS-N
189.18058777,62.17219925,2,0,1,,0.8225,GOODS-N
189.18063354,62.13870621,0,0,1,0.087,0.0937,GOODS-N
189.18063354,62.32428741,2,0,1,,1.7809,GOODS-N
189.1806488,62.20443726,2,0,1,,1.9492,GOODS-N
189.1806488,62.23263931,2,0,1,,0.9111,GOODS-N
189.18066406,62.25360107,2,0,0,,1.0793,GOODS-N
189.18066406,62.3102417,0,0,1,,0.5738,GOODS-N
189.18067932,62.13174438,2,0,0,,1.7172,GOODS-N
189.18067932,62.25391769,0,0,1,,2.3669,GOODS-N
189.18067932,62.26212311,2,0,1,,1.6982,GOODS-N
189.18069458,62.11061478,2,0,1,,3.5788,GOODS-N
189.18069458,62.17503738,2,0,1,,1.2434,GOODS-N
189.18070984,62.15045929,2,0,1,,0.1532,GOODS-N
189.18070984,62.18131638,0,0,1,,0.6136,GOODS-N
189.18070984,62.31202698,0,0,1,,0.5226,GOODS-N
189.1807251,62.27836609,0,0,1,,0.8768,GOODS-N
189.1807251,62.29693222,0,0,1,,0.8405,GOODS-N
189.18074036,62.12426758,2,0,1,,1.9798,GOODS-N
189.18074036,62.28223419,2,0,1,,0.5552,GOODS-N
189.18074036,62.34039688,2,0,1,,3.909,GOODS-N
189.18078613,62.11875534,2,0,1,,0.8699,GOODS-N
189.18078613,62.26613998,2,0,0,,1.4291,GOODS-N
189.18078613,62.30886459,2,0,1,,0.8645,GOODS-N
189.18080139,62.22076797,2,0,1,,1.7966,GOODS-N
189.18080139,62.2338028,0,0,1,,0.9319,GOODS-N
189.18080139,62.3147049,2,0,1,,1.6107,GOODS-N
189.18080139,62.33982849,2,0,0,,0.07,GOODS-N
189.18081665,62.29774094,0,0,1,,3.2225,GOODS-N
189.18081665,62.31897736,2,0,1,,1.505,GOODS-N
189.18083191,62.2420578,0,0,1,,0.8964,GOODS-N
189.18083191,62.31542587,0,0,1,,2.3815,GOODS-N
189.18084717,62.28271484,2,0,1,,0.8479,GOODS-N
189.18084717,62.28348923,2,0,0,,0.9619,GOODS-N
189.18084717,62.30741501,2,0,1,,1.6195,GOODS-N
189.18086243,62.21798325,2,0,1,,0.5023,GOODS-N
189.18086243,62.25123596,2,0,1,,0.8955,GOODS-N
189.18086243,62.27684021,2,0,1,,1.8528,GOODS-N
189.18087769,62.21889877,2,0,1,,0.5839,GOODS-N
189.18087769,62.25706863,2,0,1,,3.159,GOODS-N
189.18089294,62.20030212,2,0,1,,1.8748,GOODS-N
189.18089294,62.23888016,2,0,1,,0.8553,GOODS-N
189.18089294,62.32365036,2,0,1,,1.5121,GOODS-N
189.1809082,62.13154984,2,0,1,,1.9717,GOODS-N
189.1809082,62.17848206,0,0,1,,1.737,GOODS-N
189.1809082,62.19765472,0,0,1,1.2389,1.2421,GOODS-N
189.18092346,62.34017181,0,0,1,,1.1337,GOODS-N
189.18093872,62.19266891,2,0,1,,3.3008,GOODS-N
189.18095398,62.10863876,2,0,1,,2.0237,GOODS-N
189.18095398,62.19090271,0,0,1,,0.285,GOODS-N
189.18095398,62.22031403,2,0,1,,1.6161,GOODS-N
189.18096924,62.21115112,2,0,1,,0.3461,GOODS-N
189.1809845,62.33477402,0,0,1,,2.2422,GOODS-N
189.18099976,62.25698853,2,0,1,,2.7547,GOODS-N
189.18099976,62.28155136,0,0,1,,1.6283,GOODS-N
189.18099976,62.30441284,2,0,1,,4.1255,GOODS-N
189.18099976,62.31805038,2,0,1,,1.7434,GOODS-N
189.18099976,62.34004974,0,0,1,,0.8162,GOODS-N
189.18107605,62.28180695,2,0,1,,0.9763,GOODS-N
189.18109131,62.31639099,2,0,0,,0.1225,GOODS-N
189.18110657,62.15299606,0,0,1,,3.0994,GOODS-N
189.18110657,62.18889999,2,0,1,,1.8938,GOODS-N
189.18112183,62.25421143,2,0,0,,1.8719,GOODS-N
189.18112183,62.27018738,2,0,1,,0.8401,GOODS-N
189.18112183,62.27641678,2,0,1,,2.9597,GOODS-N
189.18113708,62.32450867,2,0,1,,1.3228,GOODS-N
189.18115234,62.22493744,2,0,1,,3.4211,GOODS-N
189.18115234,62.28315735,2,0,1,,1.612,GOODS-N
189.18115234,62.31140518,2,0,0,,0.7641,GOODS-N
189.1811676,62.14742279,2,0,1,,1.8146,GOODS-N
189.1811676,62.30521393,2,0,1,,0.7687,GOODS-N
189.18118286,62.19451141,2,0,1,,4.5939,GOODS-N
189.18118286,62.29737854,2,0,1,,3.1552,GOODS-N
189.18118286,62.31483459,2,0,1,,1.6778,GOODS-N
189.18121338,62.19668198,2,0,1,,3.4597,GOODS-N
189.18121338,62.25367355,2,0,1,,1.9233,GOODS-N
189.1812439,62.22180557,2,0,1,,1.1955,GOODS-N
189.1812439,62.2247467,2,0,0,,0.6262,GOODS-N
189.1812439,62.33450317,2,0,1,,3.0321,GOODS-N
189.18125916,62.14905167,2,0,1,,5.3519,GOODS-N
189.18125916,62.22950745,0,0,1,,2.937,GOODS-N
189.18125916,62.2767067,2,0,1,,1.2349,GOODS-N
189.18125916,62.32513428,2,0,0,,2.1061,GOODS-N
189.18127441,62.21457672,2,0,1,,0.5906,GOODS-N
189.18127441,62.30911636,2,0,1,,0.4205,GOODS-N
189.18130493,62.15667343,0,0,1,,1.853,GOODS-N
189.18130493,62.32547379,2,0,0,,1.6913,GOODS-N
189.18132019,62.16889191,2,0,1,,0.6405,GOODS-N
189.18132019,62.27352142,0,0,1,1.4467,1.3537,GOODS-N
189.18133545,62.284729,2,0,1,,3.2968,GOODS-N
189.18133545,62.31866074,2,0,1,,3.0645,GOODS-N
189.18135071,62.25898743,0,0,1,0.8474,0.8835,GOODS-N
189.18135071,62.30457687,2,0,1,,2.5874,GOODS-N
189.18138123,62.14373779,0,0,1,,1.3368,GOODS-N
189.18138123,62.33048248,2,0,1,,1.6785,GOODS-N
189.18141174,62.18927765,0,0,1,,3.7086,GOODS-N
189.18144226,62.12088776,0,0,1,,1.6645,GOODS-N
189.18145752,62.16981506,2,0,1,,1.1923,GOODS-N
189.18147278,62.19249725,2,0,1,,1.5456,GOODS-N
189.18147278,62.23583221,0,0,1,,2.2681,GOODS-N
189.18147278,62.25159073,0,0,1,0.848,0.9336,GOODS-N
189.18147278,62.27579498,0,0,1,,1.5745,GOODS-N
189.18148804,62.18872452,2,0,1,,0.8166,GOODS-N
189.1815033,62.25770187,2,0,0,,4.1333,GOODS-N
189.1815033,62.27605057,2,0,1,,1.3055,GOODS-N
189.1815033,62.30664825,2,0,1,,1.6808,GOODS-N
189.18151855,62.11330032,2,0,1,,0.4945,GOODS-N
189.18151855,62.19604111,0,0,1,,0.8976,GOODS-N
189.18154907,62.31209564,2,0,1,,1.6068,GOODS-N
189.18156433,62.17221069,2,0,1,,1.4279,GOODS-N
189.18156433,62.18995285,0,0,1,,1.6211,GOODS-N
189.18157959,62.21362686,0,0,1,,1.3389,GOODS-N
189.18157959,62.28813171,2,0,0,,1.9674,GOODS-N
189.18164062,62.2117157,2,0,1,,2.2464,GOODS-N
189.18165588,62.34023285,2,0,0,,0.2685,GOODS-N
189.1816864,62.24858856,2,0,1,,0.5812,GOODS-N
189.18170166,62.168396,2,0,1,,0.108,GOODS-N
189.18171692,62.13775253,2,0,1,,0.7458,GOODS-N
189.18171692,62.19296265,2,0,1,,3.3623,GOODS-N
189.18173218,62.1330986,0,0,1,,2.1059,GOODS-N
189.18174744,62.19754791,2,0,1,,0.7736,GOODS-N
189.18174744,62.2295723,2,0,1,,1.561,GOODS-N
189.1817627,62.3338356,0,0,1,,0.5375,GOODS-N
189.18179321,62.20507812,0,0,1,0.7507,0.7455,GOODS-N
189.18180847,62.12495041,2,0,1,,0.852,GOODS-N
189.18180847,62.16907883,2,0,1,,0.9612,GOODS-N
189.18182373,62.19744873,2,0,1,,4.1485,GOODS-N
189.18182373,62.2859993,0,0,1,,2.3714,GOODS-N
189.18183899,62.25118256,2,0,0,,1.1281,GOODS-N
189.18183899,62.28771591,2,0,1,,2.8508,GOODS-N
189.18183899,62.33108902,2,0,1,,0.9883,GOODS-N
189.18185425,62.23157883,2,0,0,,1.914,GOODS-N
189.18186951,62.24230194,2,0,0,,1.0593,GOODS-N
189.18188477,62.12152863,2,0,0,,1.3949,GOODS-N
189.18188477,62.1803093,2,0,1,,1.709,GOODS-N
189.18190002,62.30193329,2,0,1,,2.263,GOODS-N
189.1819458,62.10934067,2,0,1,,2.0249,GOODS-N
189.18196106,62.27692413,2,0,1,,0.9985,GOODS-N
189.18196106,62.27851868,2,0,1,,0.792,GOODS-N
189.18197632,62.1509285,0,0,1,,0.6056,GOODS-N
189.18199158,62.19777298,2,0,1,,1.608,GOODS-N
189.18199158,62.26705551,2,0,1,,1.5296,GOODS-N
189.18202209,62.17854691,2,0,1,,0.8559,GOODS-N
189.18202209,62.3163681,2,0,1,,1.7492,GOODS-N
189.18205261,62.13442612,2,0,1,,0.5328,GOODS-N
189.18205261,62.22420883,2,0,1,,1.2591,GOODS-N
189.18205261,62.27292633,0,0,1,,0.8187,GOODS-N
189.18205261,62.2743988,2,0,1,,1.538,GOODS-N
189.18209839,62.29041672,2,0,1,,1.1026,GOODS-N
189.18211365,62.19415665,2,0,1,,4.0984,GOODS-N
189.18211365,62.20432663,0,0,1,,0.6282,GOODS-N
189.18212891,62.1816597,2,0,1,,1.2515,GOODS-N
189.18212891,62.19647598,2,0,1,,1.6857,GOODS-N
189.18215942,62.16605377,0,0,1,,0.8319,GOODS-N
189.18215942,62.20305252,2,0,1,,1.735,GOODS-N
189.18215942,62.24361801,2,0,1,,0.8297,GOODS-N
189.18217468,62.25925064,2,0,1,,1.4687,GOODS-N
189.18218994,62.22052002,0,0,1,,1.522,GOODS-N
189.18218994,62.26289368,0,0,1,1.66,1.6893,GOODS-N
189.18222046,62.14729309,2,0,1,,1.478,GOODS-N
189.18222046,62.22754669,2,0,1,,2.9515,GOODS-N
189.18223572,62.19187927,0,0,1,,0.3742,GOODS-N
189.18225098,62.15283585,2,0,1,,0.8727,GOODS-N
189.18226624,62.28343964,2,0,0,,4.3211,GOODS-N
189.18228149,62.23867798,2,0,0,,1.2857,GOODS-N
189.18228149,62.31796646,2,0,0,,1.1622,GOODS-N
189.18229675,62.23245621,0,0,1,0.2013,0.2078,GOODS-N
189.18231201,62.14750671,2,0,1,,1.6657,GOODS-N
189.18234253,62.22953796,0,0,1,,1.3476,GOODS-N
189.18235779,62.13685226,2,0,1,,0.2157,GOODS-N
189.18235779,62.22661591,2,0,1,,0.9008,GOODS-N
189.18237305,62.15988159,2,0,1,,1.2923,GOODS-N
189.18238831,62.17169952,2,0,0,,0.9685,GOODS-N
189.18238831,62.26420975,2,0,1,,0.8044,GOODS-N
189.18240356,62.16397095,2,0,1,,0.7136,GOODS-N
189.18240356,62.28637695,2,0,1,,2.328,GOODS-N
189.18243408,62.22370911,2,0,1,,1.2975,GOODS-N
189.1824646,62.1186676,2,0,1,,1.4346,GOODS-N
189.18247986,62.18889236,0,0,1,,3.397,GOODS-N
189.18247986,62.20891953,2,0,1,,1.5043,GOODS-N
189.18249512,62.12212372,0,0,1,,2.2302,GOODS-N
189.18249512,62.19047546,0,0,1,,0.9123,GOODS-N
189.18249512,62.24802017,2,0,1,,1.8502,GOODS-N
189.18251038,62.30838013,2,0,1,,0.901,GOODS-N
189.18252563,62.22354889,2,0,0,,0.7261,GOODS-N
189.18254089,62.23201752,0,0,1,,2.833,GOODS-N
189.18254089,62.28598404,2,0,1,,1.7333,GOODS-N
189.18257141,62.11791229,0,0,1,,2.6402,GOODS-N
189.18257141,62.19524384,0,0,1,0.7685,0.7413,GOODS-N
189.18258667,62.20623779,2,0,1,,0.8188,GOODS-N
189.18258667,62.2996788,2,0,1,,0.7295,GOODS-N
189.18260193,62.2616272,2,0,1,,1.4585,GOODS-N
189.18263245,62.33374023,2,0,1,,0.5112,GOODS-N
189.18264771,62.24645233,2,0,1,,0.9144,GOODS-N
189.18266296,62.12957382,2,0,1,,1.188,GOODS-N
189.18266296,62.22530365,2,0,1,,1.663,GOODS-N
189.18266296,62.26013565,0,0,1,,0.596,GOODS-N
189.18266296,62.3010788,0,0,1,,0.9321,GOODS-N
189.18267822,62.15510941,0,0,1,,0.3721,GOODS-N
189.18267822,62.17184448,2,0,1,,1.1958,GOODS-N
189.18267822,62.27188492,0,0,1,,0.9543,GOODS-N
189.18269348,62.13947296,0,0,1,0.9563,0.9496,GOODS-N
189.18269348,62.16046143,0,0,1,,2.9688,GOODS-N
189.18269348,62.29450989,2,0,0,,3.5062,GOODS-N
189.18270874,62.21154404,0,0,1,4.54,4.2937,GOODS-N
189.18270874,62.22774506,2,0,1,,0.236,GOODS-N
189.18270874,62.31563187,2,0,1,,0.7636,GOODS-N
189.182724,62.11909103,2,0,1,,0.5507,GOODS-N
189.182724,62.15608978,1,0,0,0.0,0.5493,GOODS-N
189.18273926,62.22763062,2,0,1,,1.007,GOODS-N
189.18273926,62.28358841,2,0,0,,1.0446,GOODS-N
189.18273926,62.2922821,0,0,1,,1.7037,GOODS-N
189.18275452,62.13077545,2,0,1,,2.3102,GOODS-N
189.18275452,62.19331741,2,0,1,,4.3329,GOODS-N
189.18276978,62.18484879,2,0,0,,1.5666,GOODS-N
189.18278503,62.11346817,2,0,0,,1.4011,GOODS-N
189.18280029,62.23083496,2,0,0,,1.4999,GOODS-N
189.18280029,62.25979614,2,0,1,,2.0088,GOODS-N
189.18280029,62.2766304,2,0,1,,1.5849,GOODS-N
189.18281555,62.221138,2,0,0,,1.6998,GOODS-N
189.18281555,62.26494598,1,0,0,,0.6098,GOODS-N
189.18283081,62.2297287,2,0,1,,1.1789,GOODS-N
189.18284607,62.15294647,0,0,1,,2.0966,GOODS-N
189.18284607,62.23174286,2,0,1,,2.6943,GOODS-N
189.18286133,62.23646927,2,0,1,,1.1259,GOODS-N
189.18287659,62.3127327,0,0,1,,1.6532,GOODS-N
189.18289185,62.19136429,2,0,1,,2.9912,GOODS-N
189.18289185,62.26610947,2,0,1,,0.7318,GOODS-N
189.18289185,62.32286072,2,0,1,,0.6981,GOODS-N
