ra,dec,star_flag,near_star,use_phot,z_spec,z_peak,field
189.05888367,62.24419785,0,0,1,,1.5602,GOODS-N
189.05888367,62.26171494,0,0,1,,2.1309,GOODS-N
189.05889893,62.25922394,2,0,1,,0.5599,GOODS-N
189.05892944,62.21417999,2,0,1,,2.6369,GOODS-N
189.0589447,62.22421646,1,0,0,0.0,0.4889,GOODS-N
189.0589447,62.22293472,2,1,0,,1.048,GOODS-N
189.0589447,62.22536469,2,1,0,,5.367,GOODS-N
189.05899048,62.26551056,2,0,1,,1.6935,GOODS-N
189.05900574,62.13980103,2,0,1,,1.4891,GOODS-N
189.05900574,62.19807816,2,1,0,,0.7123,GOODS-N
189.05900574,62.24493408,2,0,0,,3.1326,GOODS-N
189.05908203,62.13823318,2,0,1,,0.73,GOODS-N
189.05909729,62.20391083,0,0,1,,1.2966,GOODS-N
189.05909729,62.25484848,2,0,1,,0.8878,GOODS-N
189.05909729,62.25882721,2,0,1,,3.3551,GOODS-N
189.05909729,62.27462769,2,0,1,,1.2457,GOODS-N
189.05911255,62.14674759,2,0,1,,0.6039,GOODS-N
189.05912781,62.15061188,2,0,1,,2.8618,GOODS-N
189.05912781,62.22906113,2,0,1,,1.7151,GOODS-N
189.05914307,62.17678833,2,0,1,,0.7776,GOODS-N
189.05917358,62.21269226,2,0,1,,1.3529,GOODS-N
189.05917358,62.21445084,2,0,1,,1.3225,GOODS-N
189.05918884,62.22945404,2,0,0,,1.4407,GOODS-N
189.0592041,62.26235962,2,0,1,,1.915,GOODS-N
189.05921936,62.26113129,0,0,1,,1.4029,GOODS-N
189.05923462,62.26738739,0,0,1,,1.67,GOODS-N
189.05926514,62.18333817,2,0,1,,1.5532,GOODS-N
189.0592804,62.15597534,2,0,1,,0.7703,GOODS-N
189.0592804,62.17233658,2,0,1,,1.336,GOODS-N
189.0592804,62.25431824,2,0,1,,0.829,GOODS-N
189.05929565,62.1319046,2,0,1,,0.563,GOODS-N
189.05935669,62.22669601,2,1,0,,1.1016,GOODS-N
189.05935669,62.27383423,0,0,1,,1.7726,GOODS-N
189.05938721,62.19523621,2,0,1,,0.8132,GOODS-N
189.05938721,62.20923996,2,0,1,,1.8728,GOODS-N
189.05943298,62.13752747,0,0,1,,2.7843,GOODS-N
189.05943298,62.16421127,0,0,1,,1.197,GOODS-N
189.05943298,62.17341995,0,0,1,,2.8303,GOODS-N
189.05949402,62.19820404,0,1,0,,2.1845,GOODS-N
189.05949402,62.25444031,2,0,1,,2.6681,GOODS-N
189.05950928,62.2227211,0,1,0,,1.1496,GOODS-N
189.05952454,62.14350128,0,0,1,,1.5356,GOODS-N
189.05953979,62.15044022,2,0,1,,2.9162,GOODS-N
189.05953979,62.19487762,0,0,1,,1.0866,GOODS-N
189.05955505,62.26257706,0,0,1,,0.7899,GOODS-N
189.05957031,62.18010712,2,0,1,,5.4468,GOODS-N
189.05957031,62.27387619,0,0,1,,1.8155,GOODS-N
189.05958557,62.17487335,0,0,1,,0.9951,GOODS-N
189.05958557,62.24356461,2,0,1,,1.4534,GOODS-N
189.05960083,62.22563171,2,1,0,,1.4072,GOODS-N
189.05961609,62.21751785,2,0,1,,3.5187,GOODS-N
189.05963135,62.1933136,0,0,1,,2.9385,GOODS-N
189.05964661,62.16854095,0,0,1,,0.7657,GOODS-N
189.05964661,62.27060318,2,0,1,,0.6513,GOODS-N
189.05967712,62.26051712,2,0,1,,2.4735,GOODS-N
189.05969238,62.21058655,0,0,1,,0.4855,GOODS-N
189.05969238,62.25218582,2,0,1,,2.5867,GOODS-N
189.05970764,62.17272186,2,0,1,,0.7405,GOODS-N
189.0597229,62.14710999,0,0,1,,1.8708,GOODS-N
189.05973816,62.20842361,2,0,1,,0.9676,GOODS-N
189.05975342,62.14549255,2,0,1,,2.384,GOODS-N
189.05975342,62.21229553,2,0,1,,0.6737,GOODS-N
189.05976868,62.13441849,0,0,1,,0.6195,GOODS-N
189.05986023,62.20764923,0,0,1,,0.763,GOODS-N
189.05986023,62.22285461,2,1,0,,2.5763,GOODS-N
189.05993652,62.20402145,2,0,0,,1.0735,GOODS-N
189.05999756,62.2266655,2,1,0,,2.3507,GOODS-N
189.06001282,62.17422867,2,0,1,,0.9594,GOODS-N
189.06010437,62.21945953,2,0,1,,4.6589,GOODS-N
189.06016541,62.19777679,0,1,0,2.221,2.3043,GOODS-N
189.06016541,62.25650024,2,0,1,,5.3923,GOODS-N
189.06018066,62.16067886,2,0,0,,1.213,GOODS-N
189.06018066,62.16497421,0,0,1,0.935,0.9313,GOODS-N
189.06018066,62.27434921,2,0,1,,1.8436,GOODS-N
189.06019592,62.25688934,2,0,1,,0.5078,GOODS-N
189.06022644,62.14636612,0,0,1,,1.5732,GOODS-N
189.06022644,62.1472435,2,0,1,,0.9962,GOODS-N
189.06022644,62.16690063,2,0,1,,0.9353,GOODS-N
189.0602417,62.17919159,0,0,1,,1.5888,GOODS-N
189.06028748,62.22192001,0,1,0,0.455,0.4686,GOODS-N
189.06028748,62.24149704,2,0,1,,4.9819,GOODS-N
189.06030273,62.1848259,1,0,0,,0.0266,GOODS-N
189.06030273,62.23180008,0,0,1,,0.0542,GOODS-N
189.06034851,62.19894028,2,1,0,,0.8379,GOODS-N
189.06034851,62.25896072,0,0,1,,0.7373,GOODS-N
189.06040955,62.19977188,2,1,0,,3.3845,GOODS-N
189.0604248,62.14663315,2,0,0,,1.2367,GOODS-N
189.06044006,62.14778137,2,0,1,,0.7328,GOODS-N
189.06047058,62.14608765,0,0,1,,0.8654,GOODS-N
189.06047058,62.17765427,2,0,1,,3.5388,GOODS-N
189.06048584,62.1946106,2,0,1,,4.2514,GOODS-N
189.06048584,62.26517105,2,0,1,,2.1839,GOODS-N
189.06051636,62.14528275,2,0,1,,1.5836,GOODS-N
189.06051636,62.23745346,2,0,0,,3.0587,GOODS-N
189.06053162,62.15214157,2,0,0,,1.6991,GOODS-N
189.06053162,62.19389343,0,0,1,,0.0795,GOODS-N
189.06060791,62.15885544,2,0,0,,1.4451,GOODS-N
189.0606842,62.23233414,2,0,1,,1.7248,GOODS-N
189.06071472,62.21840668,2,0,1,,0.9986,GOODS-N
189.06072998,62.20777512,0,0,1,,2.9507,GOODS-N
189.06072998,62.21893311,2,0,1,,0.8216,GOODS-N
189.06072998,62.24526978,0,0,1,,0.7752,GOODS-N
189.06074524,62.15260315,0,0,1,,1.52,GOODS-N
189.06074524,62.20982742,0,0,1,,0.7852,GOODS-N
189.06089783,62.2289772,0,0,1,,1.8435,GOODS-N
189.0609436,62.18924713,0,0,1,,1.0724,GOODS-N
189.0609436,62.27265167,2,0,1,,3.8744,GOODS-N
189.06097412,62.20155716,2,1,0,,0.4885,GOODS-N
189.06105042,62.22675705,0,1,0,1.2473,1.2084,GOODS-N
189.06105042,62.24378967,2,0,1,,0.7044,GOODS-N
189.06108093,62.19866562,0,1,0,,1.4041,GOODS-N
189.06112671,62.1613884,0,0,1,,0.9424,GOODS-N
189.06112671,62.22271347,2,1,0,,0.9319,GOODS-N
189.06114197,62.20109558,0,1,0,,2.23,GOODS-N
189.06114197,62.24267578,2,0,1,,0.5869,GOODS-N
189.06114197,62.24610901,2,0,1,,2.4896,GOODS-N
189.06118774,62.17018127,2,0,0,,1.3744,GOODS-N
189.06118774,62.20145416,2,1,0,,3.0568,GOODS-N
189.06118774,62.27280045,2,0,1,,2.5977,GOODS-N
189.06123352,62.1894722,0,0,1,,4.3168,GOODS-N
189.06129456,62.24635315,0,0,1,,3.1714,GOODS-N
189.06130981,62.1311264,2,0,1,,2.8828,GOODS-N
189.06130981,62.24837112,0,0,1,,1.0021,GOODS-N
189.06130981,62.2558136,2,0,1,,1.8965,GOODS-N
189.06134033,62.13674164,0,0,1,,1.527,GOODS-N
189.06137085,62.18981552,2,0,0,,2.2897,GOODS-N
189.06137085,62.19559479,2,0,1,,2.8801,GOODS-N
189.06137085,62.20465469,2,0,1,,1.0561,GOODS-N
189.06138611,62.14512634,2,0,0,,2.3615,GOODS-N
189.06138611,62.19841385,2,1,0,,1.5556,GOODS-N
189.06144714,62.1353302,2,0,0,,0.8681,GOODS-N
189.06144714,62.2348175,2,0,1,,1.5448,GOODS-N
189.0614624,62.14563751,2,0,1,,0.8379,GOODS-N
189.0614624,62.18776321,2,0,0,,1.362,GOODS-N
189.06147766,62.22547531,0,1,0,,1.3106,GOODS-N
189.06147766,62.22823715,2,0,1,,2.7292,GOODS-N
189.06147766,62.23147583,2,0,1,,2.2779,GOODS-N
189.06152344,62.15126419,2,0,1,,0.7864,GOODS-N
189.06152344,62.15426254,0,0,1,,0.6515,GOODS-N
189.06155396,62.15592957,0,0,1,,0.8732,GOODS-N
189.06155396,62.18051529,2,0,1,,3.3286,GOODS-N
189.06156921,62.23632812,2,0,0,,1.4639,GOODS-N
189.06159973,62.2274704,2,0,1,,1.1527,GOODS-N
189.06159973,62.27323914,0,0,1,,1.6153,GOODS-N
189.06164551,62.21606445,2,0,1,,0.5722,GOODS-N
189.06166077,62.15261459,2,0,1,,1.6344,GOODS-N
189.06166077,62.19455719,2,0,0,,3.8554,GOODS-N
189.06170654,62.14268112,0,0,1,,1.6869,GOODS-N
189.06176758,62.16910172,0,0,1,,0.1042,GOODS-N
189.06178284,62.13354111,0,0,0,,0.8215,GOODS-N
189.06178284,62.1741066,2,0,0,,5.3651,GOODS-N
189.06182861,62.18872833,0,0,1,,1.034,GOODS-N
189.06182861,62.24685669,2,0,1,,1.1902,GOODS-N
189.06185913,62.21046066,0,0,1,,0.988,GOODS-N
189.06188965,62.14537048,2,0,1,,1.9727,GOODS-N
189.06195068,62.22458267,2,1,0,,2.9186,GOODS-N
189.06195068,62.25560379,0,0,1,,1.2411,GOODS-N
189.06195068,62.26847458,2,0,1,,1.4445,GOODS-N
189.06196594,62.24345779,0,0,1,,2.2879,GOODS-N
189.0619812,62.25416183,2,0,1,,1.7208,GOODS-N
189.06199646,62.21600723,2,0,0,,1.45,GOODS-N
189.06202698,62.12759399,0,0,1,,0.563,GOODS-N
189.06202698,62.24058533,0,0,1,,2.9156,GOODS-N
189.06204224,62.17305756,0,0,1,,2.6562,GOODS-N
189.06210327,62.21468353,0,0,1,,0.5339,GOODS-N
189.06210327,62.25615692,2,0,1,,0.8576,GOODS-N
189.06213379,62.14991379,2,0,1,,4.0299,GOODS-N
189.06213379,62.15907288,0,0,1,1.596,1.5311,GOODS-N
189.06214905,62.13383865,2,0,1,,1.7824,GOODS-N
189.06216431,62.24123764,2,0,0,,0.8259,GOODS-N
189.06217957,62.23180008,2,0,1,,1.5077,GOODS-N
189.06219482,62.24300766,2,0,1,,1.4926,GOODS-N
189.06221008,62.25818634,2,0,1,,1.3772,GOODS-N
189.06225586,62.24010086,2,0,0,,1.1744,GOODS-N
189.06225586,62.26835632,2,0,1,,1.5384,GOODS-N
189.06227112,62.14479446,0,0,1,,0.1715,GOODS-N
189.06228638,62.15369034,0,0,1,,1.4746,GOODS-N
189.06228638,62.2492981,2,0,1,,0.6781,GOODS-N
189.06230164,62.22790909,2,0,1,,1.3962,GOODS-N
189.06231689,62.22396088,0,1,0,,0.7328,GOODS-N
189.06233215,62.24662399,2,0,1,,1.9846,GOODS-N
189.06234741,62.14785004,2,0,1,,1.4634,GOODS-N
189.06234741,62.16698837,2,0,1,,1.4594,GOODS-N
189.06236267,62.22343063,0,1,0,,0.7827,GOODS-N
189.06236267,62.24181747,2,0,1,,4.4101,GOODS-N
189.06240845,62.18322372,2,0,1,,1.6784,GOODS-N
189.06242371,62.16379929,2,0,1,,1.1654,GOODS-N
189.06243896,62.23806763,2,0,1,,1.5004,GOODS-N
189.06246948,62.26371384,2,0,1,,4.2739,GOODS-N
189.06248474,62.22497177,0,1,0,,1.5192,GOODS-N
189.06251526,62.12902832,2,0,1,,1.8526,GOODS-N
189.06251526,62.16090393,2,0,1,,0.6206,GOODS-N
189.06251526,62.23165512,2,0,0,,2.4498,GOODS-N
189.06253052,62.19782639,2,1,0,,3.304,GOODS-N
189.06253052,62.22464371,2,1,0,,2.006,GOODS-N
189.06253052,62.24463272,2,0,1,,1.4605,GOODS-N
189.06257629,62.14103699,2,0,1,,0.9753,GOODS-N
189.06260681,62.16123581,2,0,1,,3.1614,GOODS-N
189.06260681,62.20372009,0,0,1,,1.6848,GOODS-N
189.06262207,62.14526367,2,0,1,,0.3434,GOODS-N
189.06263733,62.27449417,0,0,1,,1.5511,GOODS-N
189.06266785,62.25082779,2,0,1,,1.7269,GOODS-N
189.06268311,62.15539551,2,0,1,,0.8243,GOODS-N
189.06271362,62.26721573,0,0,1,,1.4014,GOODS-N
189.06272888,62.22027969,2,0,1,,4.9212,GOODS-N
189.06274414,62.18998718,0,0,1,,0.9583,GOODS-N
189.0627594,62.22659302,2,1,0,,1.9733,GOODS-N
189.0627594,62.2450676,2,0,0,,0.9524,GOODS-N
189.06278992,62.1385994,2,0,1,,0.0335,GOODS-N
189.06278992,62.15706253,0,0,1,,1.5583,GOODS-N
189.06283569,62.15280533,2,0,1,,1.3758,GOODS-N
189.06283569,62.16585159,2,0,1,,4.7162,GOODS-N
189.06283569,62.21553421,2,0,0,,2.738,GOODS-N
189.06285095,62.14188385,2,0,1,,1.3791,GOODS-N
189.06288147,62.16438293,0,0,1,0.4536,0.4913,GOODS-N
189.06288147,62.22131729,2,0,1,,0.8922,GOODS-N
189.06291199,62.14599228,2,0,1,,1.6636,GOODS-N
189.06292725,62.1582222,2,0,1,,0.6384,GOODS-N
189.0629425,62.14313126,2,0,1,,1.1351,GOODS-N
189.0629425,62.23824692,2,0,1,,0.846,GOODS-N
189.06295776,62.12907791,2,0,1,,1.641,GOODS-N
189.06295776,62.24578476,0,0,1,,0.6929,GOODS-N
189.06297302,62.22815704,2,0,1,,1.7611,GOODS-N
189.0630188,62.13918304,2,0,1,,1.648,GOODS-N
189.06303406,62.16176224,0,0,1,,1.4532,GOODS-N
189.06304932,62.15965271,0,0,1,,2.7529,GOODS-N
189.06306458,62.18617249,2,0,1,,1.7229,GOODS-N
189.06306458,62.21467972,2,0,1,,0.4814,GOODS-N
189.06307983,62.17507935,2,0,1,,0.789,GOODS-N
189.06311035,62.16826248,0,0,1,,0.5994,GOODS-N
189.06314087,62.25483704,2,0,1,,2.4148,GOODS-N
189.06315613,62.20211029,0,1,0,1.801,1.7964,GOODS-N
189.06315613,62.21572113,2,0,0,,5.3346,GOODS-N
189.06318665,62.21479797,2,0,1,,1.6128,GOODS-N
189.06318665,62.23139572,2,0,1,,2.5218,GOODS-N
189.0632019,62.14502716,0,0,1,,0.7759,GOODS-N
189.0632019,62.25230408,0,0,1,,2.1506,GOODS-N
189.06321716,62.16074753,2,0,1,,1.957,GOODS-N
189.06321716,62.26832962,2,0,1,,1.6689,GOODS-N
189.06323242,62.2229538,2,1,0,,0.9588,GOODS-N
189.06324768,62.18397522,0,0,1,,1.1996,GOODS-N
189.06326294,62.2486763,0,0,1,,1.0932,GOODS-N
189.06326294,62.25163651,2,0,1,,2.093,GOODS-N
189.06330872,62.26219559,2,1,0,,3.948,GOODS-N
189.06332397,62.16909409,0,0,1,1.027,0.974,GOODS-N
189.06333923,62.13341522,2,0,0,,1.6282,GOODS-N
189.06333923,62.17374802,1,0,0,0.0,0.5208,GOODS-N
189.06335449,62.15284729,2,0,0,,,GOODS-N
189.06335449,62.27111435,2,0,1,,0.3793,GOODS-N
189.06336975,62.17759323,2,0,1,,1.7452,GOODS-N
189.06340027,62.16235352,0,0,1,1.2674,1.1095,GOODS-N
189.06344604,62.21826172,2,0,1,,3.0345,GOODS-N
189.06347656,62.21499634,0,0,1,,1.5467,GOODS-N
189.0635376,62.12799454,2,0,1,,2.4053,GOODS-N
189.0635376,62.16598892,2,0,1,,2.5547,GOODS-N
189.06355286,62.13374329,0,0,1,,1.5981,GOODS-N
189.06356812,62.14730453,2,0,0,,0.9554,GOODS-N
189.06358337,62.13515472,0,0,1,,0.8543,GOODS-N
189.06361389,62.15380859,2,0,1,,0.5102,GOODS-N
189.06361389,62.27788544,2,0,1,,3.9912,GOODS-N
189.06362915,62.22972488,2,0,1,,2.7109,GOODS-N
189.06364441,62.15877533,0,0,1,,1.6284,GOODS-N
189.06364441,62.16075897,2,0,1,,0.8923,GOODS-N
189.06365967,62.20603943,0,0,1,0.3198,0.3466,GOODS-N
189.06369019,62.13121796,2,0,1,,1.0394,GOODS-N
189.06369019,62.21235657,0,0,1,,1.5679,GOODS-N
189.06370544,62.14748764,2,0,1,,1.0477,GOODS-N
189.06373596,62.16011429,0,0,1,,0.8761,GOODS-N
189.06373596,62.18622589,2,0,1,,4.0542,GOODS-N
189.06373596,62.25465393,2,0,1,,0.9047,GOODS-N
189.06376648,62.16029739,2,0,1,,0.8088,GOODS-N
189.06376648,62.17773056,2,0,0,,2.015,GOODS-N
189.06376648,62.21965408,2,0,1,,0.5591,GOODS-N
189.063797,62.18642426,2,0,1,,4.1093,GOODS-N
189.063797,62.2557106,2,0,1,,2.3228,GOODS-N
189.06381226,62.13559341,0,0,0,,0.6625,GOODS-N
189.06381226,62.19023132,2,0,1,,1.225,GOODS-N
189.06381226,62.23878479,2,0,1,,3.8337,GOODS-N
189.06382751,62.19295502,0,0,1,1.016,1.0261,GOODS-N
189.06384277,62.12936783,0,0,1,,1.5572,GOODS-N
189.06384277,62.2140007,2,0,1,,3.1374,GOODS-N
189.06384277,62.22159576,0,0,1,,1.6203,GOODS-N
189.06384277,62.23475647,2,0,1,,1.9337,GOODS-N
189.06385803,62.13380432,0,0,1,,1.4503,GOODS-N
189.06385803,62.18664932,0,0,1,,4.2797,GOODS-N
189.06385803,62.21167755,2,0,0,,1.9989,GOODS-N
189.06387329,62.17461014,0,0,1,,1.4882,GOODS-N
189.06387329,62.17780304,2,0,1,,2.6601,GOODS-N
189.06390381,62.27772141,2,0,1,,4.0073,GOODS-N
189.06391907,62.22486115,0,1,0,,1.5924,GOODS-N
189.06393433,62.20192337,2,1,0,,1.7843,GOODS-N
189.0639801,62.24036789,2,0,1,,1.5333,GOODS-N
189.0639801,62.25201797,2,0,1,,4.6198,GOODS-N
189.06399536,62.22813416,2,0,1,,1.4519,GOODS-N
189.06401062,62.25102997,2,0,1,,1.6277,GOODS-N
189.06404114,62.16020966,0,0,1,,1.0034,GOODS-N
189.06408691,62.2712822,2,0,1,,1.8728,GOODS-N
189.06416321,62.22894669,2,0,1,,1.1078,GOODS-N
189.06419373,62.15116119,0,0,1,,1.2189,GOODS-N
189.06419373,62.27328491,2,0,0,,1.2238,GOODS-N
189.0642395,62.16372681,0,0,1,,0.5504,GOODS-N
189.06425476,62.15610886,2,0,1,,0.9305,GOODS-N
189.06428528,62.14463043,0,0,1,,0.8899,GOODS-N
189.06428528,62.27429199,2,0,1,,5.4442,GOODS-N
189.06430054,62.12730408,0,0,1,,1.4814,GOODS-N
189.06430054,62.18388748,2,0,0,,1.7112,GOODS-N
189.06434631,62.17122269,0,0,1,,0.6858,GOODS-N
189.06434631,62.25595093,0,0,1,,2.2503,GOODS-N
189.06434631,62.26158524,2,1,0,,4.0033,GOODS-N
189.06437683,62.13022995,2,0,1,,2.9234,GOODS-N
189.06439209,62.16741943,0,0,1,,2.3534,GOODS-N
189.06442261,62.23804474,2,0,0,,1.4469,GOODS-N
189.0644989,62.17629623,2,0,1,,2.5802,GOODS-N
189.0644989,62.20018387,2,1,0,,0.8813,GOODS-N
189.06452942,62.27746201,2,0,1,,1.399,GOODS-N
189.06454468,62.13356018,2,0,1,,3.0092,GOODS-N
189.06455994,62.16552734,0,0,1,0.8885,0.8167,GOODS-N
189.06455994,62.17281342,2,0,1,,1.4777,GOODS-N
189.06455994,62.17730713,2,0,1,,1.5504,GOODS-N
189.0645752,62.1280632,2,0,1,,1.3067,GOODS-N
189.06459045,62.15261841,2,0,1,,1.395,GOODS-N
189.06459045,62.27381516,1,0,0,,2.4726,GOODS-N
189.06460571,62.15794373,2,0,0,,0.4663,GOODS-N
189.06460571,62.17485046,2,0,1,,2.4128,GOODS-N
189.06462097,62.27544403,0,0,1,,1.2908,GOODS-N
189.06463623,62.12607956,2,0,1,,1.3403,GOODS-N
189.06465149,62.22409821,2,1,0,,4.1144,GOODS-N
189.06466675,62.21011734,0,0,1,,0.9309,GOODS-N
189.06466675,62.24908447,2,0,1,,0.072,GOODS-N
189.06466675,62.24929428,2,0,1,,2.1438,GOODS-N
189.06474304,62.16589737,2,0,1,,0.9189,GOODS-N
189.06474304,62.2640152,0,1,0,,0.6421,GOODS-N
189.06480408,62.15402985,2,0,1,,1.1095,GOODS-N
189.06481934,62.17438889,0,0,1,,0.5023,GOODS-N
189.06483459,62.14396286,0,0,1,,4.9815,GOODS-N
189.06484985,62.14733124,2,0,0,,0.9669,GOODS-N
189.06484985,62.22185516,0,0,1,,1.5667,GOODS-N
189.06484985,62.2589798,2,0,1,,0.2309,GOODS-N
189.06486511,62.1780777,2,0,0,,0.5981,GOODS-N
189.06488037,62.15055466,0,0,1,,1.8361,GOODS-N
189.06488037,62.20838165,2,0,1,,3.9314,GOODS-N
189.06489563,62.14294434,0,0,1,,1.1013,GOODS-N
189.06492615,62.20691299,0,0,1,,1.0321,GOODS-N
189.06497192,62.15931702,2,0,1,,1.0373,GOODS-N
189.06503296,62.15194702,0,0,1,,1.4988,GOODS-N
189.06503296,62.21216202,2,0,1,,1.5134,GOODS-N
189.06503296,62.24496841,2,0,0,,2.6284,GOODS-N
189.06506348,62.16294479,0,0,1,1.263,1.2323,GOODS-N
189.06506348,62.25259781,2,0,1,,4.1963,GOODS-N
189.06507874,62.16899109,2,0,1,,3.097,GOODS-N
189.06510925,62.25585556,0,0,1,,1.5946,GOODS-N
189.06512451,62.2541275,0,0,1,,2.3155,GOODS-N
189.06512451,62.27626419,2,0,1,,1.6959,GOODS-N
189.06513977,62.19399643,0,0,1,,1.9528,GOODS-N
189.06513977,62.19783783,2,0,0,,0.5381,GOODS-N
189.06517029,62.14699173,2,0,1,,0.4598,GOODS-N
189.06517029,62.2677803,2,0,1,,3.2848,GOODS-N
189.06518555,62.19952774,0,1,0,,0.5301,GOODS-N
189.06521606,62.21813583,0,0,1,0.1689,0.1527,GOODS-N
189.06530762,62.1258316,2,0,1,,0.086,GOODS-N
189.06530762,62.17582321,2,0,1,,2.4255,GOODS-N
189.06532288,62.26352692,2,1,0,,2.7006,GOODS-N
189.06533813,62.18237305,2,0,1,,4.0142,GOODS-N
189.06535339,62.12530899,0,0,1,,1.5898,GOODS-N
189.06538391,62.16178513,2,0,1,,1.2571,GOODS-N
189.06542969,62.26364517,2,1,0,,1.7066,GOODS-N
189.06544495,62.25736237,0,0,1,,2.0389,GOODS-N
189.06546021,62.21739197,2,0,1,,0.934,GOODS-N
189.06547546,62.13775635,2,0,0,,1.6372,GOODS-N
189.06549072,62.17619324,0,0,1,,0.6204,GOODS-N
189.06550598,62.15736771,2,0,1,,0.5415,GOODS-N
189.06552124,62.14917374,2,0,1,,0.5215,GOODS-N
189.06552124,62.30035782,0,0,0,,0.0904,GOODS-N
189.06558228,62.25368118,2,0,1,,1.4947,GOODS-N
189.06559753,62.19874191,0,0,1,,1.671,GOODS-N
189.06559753,62.30276489,0,0,1,,2.1642,GOODS-N
189.06562805,62.18616486,0,0,1,,1.1719,GOODS-N
189.06562805,62.2006073,2,0,1,,0.9464,GOODS-N
189.06565857,62.26675034,2,0,1,,0.4153,GOODS-N
189.0657196,62.24065399,2,0,1,,0.3397,GOODS-N
189.0657959,62.24981689,0,0,1,,1.0872,GOODS-N
189.0657959,62.30143356,0,0,1,,0.3077,GOODS-N
189.06581116,62.21402359,2,0,1,,0.4902,GOODS-N
189.06581116,62.22010803,2,0,1,,1.5338,GOODS-N
189.06581116,62.22396088,0,1,0,2.089,1.4979,GOODS-N
189.06584167,62.13288879,2,0,1,,0.9542,GOODS-N
189.06587219,62.17122269,2,0,1,,0.9936,GOODS-N
189.06588745,62.24560165,2,0,1,,0.457,GOODS-N
189.06590271,62.14087296,2,0,1,,1.1854,GOODS-N
189.06590271,62.18135834,2,0,1,,1.0969,GOODS-N
189.06590271,62.19683456,2,0,0,,0.8091,GOODS-N
189.06590271,62.26570129,2,0,1,,1.5855,GOODS-N
189.06590271,62.30187225,0,0,1,,1.0636,GOODS-N
189.06593323,62.25185776,2,0,1,,0.9092,GOODS-N
189.06593323,62.26255035,2,1,0,,3.6551,GOODS-N
189.06594849,62.13048935,0,0,1,,1.5095,GOODS-N
189.065979,62.25431442,0,0,1,,2.6941,GOODS-N
189.06599426,62.15985107,0,0,1,0.8421,0.8887,GOODS-N
189.0660553,62.2238121,2,0,1,,1.5245,GOODS-N
189.0660553,62.23740768,2,0,1,,1.7228,GOODS-N
189.06607056,62.17929077,2,0,1,,2.4773,GOODS-N
189.06607056,62.27632904,0,0,1,,1.3069,GOODS-N
189.06608582,62.22210693,0,0,1,,0.7852,GOODS-N
189.06608582,62.26010132,2,1,0,,2.2379,GOODS-N
189.06608582,62.29257202,2,0,0,,0.6664,GOODS-N
189.06611633,62.24696732,2,0,0,,3.9764,GOODS-N
189.06616211,62.29117203,0,0,0,,1.0888,GOODS-N
189.06619263,62.15280533,2,0,1,,0.8604,GOODS-N
189.06625366,62.25527573,2,0,0,,3.8989,GOODS-N
189.06628418,62.21040726,0,0,1,0.2857,0.2962,GOODS-N
189.06628418,62.3027916,2,0,1,,1.292,GOODS-N
189.0663147,62.25873566,2,0,1,,2.0609,GOODS-N
189.06632996,62.26082993,2,1,0,,2.8594,GOODS-N
189.06637573,62.16700363,2,0,1,,1.0109,GOODS-N
189.06637573,62.26552963,0,0,1,,1.6403,GOODS-N
189.06639099,62.14499664,2,0,1,,1.525,GOODS-N
189.06639099,62.26483917,0,1,0,,3.0454,GOODS-N
189.06640625,62.22784424,2,0,1,,1.459,GOODS-N
189.06642151,62.24163055,2,0,1,,2.4545,GOODS-N
189.06645203,62.27462769,0,0,1,,2.4513,GOODS-N
189.06646729,62.19145966,2,0,1,,0.6403,GOODS-N
189.0664978,62.1689415,0,0,1,0.337,0.3106,GOODS-N
189.0664978,62.25482178,2,0,1,,2.1975,GOODS-N
189.0664978,62.26621246,0,0,1,,0.3016,GOODS-N
189.06651306,62.18331146,2,0,1,,1.4164,GOODS-N
189.06651306,62.21307755,2,0,1,,0.9942,GOODS-N
189.06651306,62.21624374,0,0,1,,1.6854,GOODS-N
189.06651306,62.22686768,0,0,1,,1.4839,GOODS-N
189.06652832,62.2045784,2,0,1,,1.9324,GOODS-N
189.06654358,62.20769501,2,0,1,,1.8358,GOODS-N
189.06655884,62.28962326,0,0,1,,0.5197,GOODS-N
189.06660461,62.16202927,0,0,1,,1.6123,GOODS-N
189.06665039,62.21604919,0,0,1,,1.1638,GOODS-N
189.06666565,62.16616821,0,0,1,,0.6159,GOODS-N
189.06666565,62.2429924,2,0,1,,1.6264,GOODS-N
189.06666565,62.24549484,2,0,0,,2.0649,GOODS-N
189.06668091,62.18946075,0,0,1,,0.9627,GOODS-N
189.06669617,62.15903091,2,0,1,,1.181,GOODS-N
189.06669617,62.25153351,2,0,1,,3.9641,GOODS-N
189.06671143,62.27716446,2,0,1,,1.7377,GOODS-N
189.06674194,62.19630432,2,0,1,,0.6348,GOODS-N
189.0667572,62.16368103,0,0,1,,0.6414,GOODS-N
189.06680298,62.29573441,0,0,1,,1.6805,GOODS-N
189.06681824,62.21170425,0,0,1,,1.6707,GOODS-N
189.06681824,62.24562454,2,0,1,,2.8858,GOODS-N
189.0668335,62.16281128,2,0,1,,3.437,GOODS-N
189.06686401,62.29903793,2,0,1,,1.1683,GOODS-N
189.06687927,62.18550491,0,0,1,,1.727,GOODS-N
189.06690979,62.23807144,2,0,1,,1.3515,GOODS-N
189.06690979,62.24832153,2,0,1,,0.3246,GOODS-N
